pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,74.20000000,0.300000,4.040,0.360,15.37000,0.04836,Msini,1.280000,0.400000,,K7V,4550.00,0.64,0.65,-0.350,[Fe/H],4.64,7.400,278.3688659,-11.6370481,27.1665000,10.0300000,6.8670000,9.4851100
BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,714.29999000,1.660000,12.500,1.110,3108.37740,9.78000,Msini,8.750000,0.210000,,G5 IV/V,4545.00,19.17,2.12,-0.080,[Fe/H],2.20,0.740,114.2884692,-13.9066703,925.2140000,10.0380000,7.1510000,9.6997100
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,655.60000000,1.340000,12.800,1.150,1620.90000,5.10000,Msini,4.250000,0.540000,,K5 V,4714.00,0.69,0.74,-0.030,[Fe/H],4.26,4.300,7.1413494,-16.2273254,34.4603000,9.6200000,6.9140000,9.2011200
BD-210397 b,BD-210397,1,2,Radial Velocity,2023,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1891.00000000,2.630000,14.000,1.250,214.00000,0.70000,Msini,0.429000,0.100000,,K7 V,4051.00,0.75,0.68,0.120,[Fe/H],4.67,6.200,33.3024198,-21.1962147,23.7324000,9.8400000,6.5040000,9.2596200
BD-210397 c,BD-210397,1,2,Radial Velocity,2023,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,6240.00000000,5.900000,12.900,1.150,1525.57635,4.80000,Mass,3.910000,0.430000,,K7 V,4051.00,0.75,0.69,0.120,[Fe/H],4.67,4.000,33.3024198,-21.1962147,23.7324000,9.8400000,6.5040000,9.2596200
CD Cet b,CD Cet,1,1,Radial Velocity,2020,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,2.29070000,0.018500,1.820,0.162,3.95000,0.01243,Msini,3.600000,,464,M5.0 V,3130.00,0.17,0.16,0.130,[Fe/H],4.93,3.000,48.3530155,4.7751881,8.6071500,13.9500000,7.8330000,12.1232000
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011,Ground,W. M. Keck Observatory,10 m Keck II Telescope,NIRC2 Camera,10037.50000000,2.600000,12.400,1.110,3337.10000,10.50000,Mass,9.620000,,370,,580.50,,0.02,,,4.72,,224.6208333,10.2286111,23.1000000,,,
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,Imaging,2021,Space,Hubble Space Telescope,2.4 m Hubble Space Telescope,WFC3 Camera,8040000.00000000,200.000000,20.849,1.860,2479.06157,7.80000,Mass,1.500000,,1800,M9-L1,2320.00,0.24,0.01,,,3.85,0.003,246.9342770,-23.9811500,,,14.5930000,
CHXR 73 b,CHXR 73,1,1,Imaging,2006,Space,Hubble Space Telescope,2.4 m Hubble Space Telescope,ACS Camera,,210.000000,12.300,1.100,3994.48600,12.56900,Mass,11.800000,,,M3.5,3099.00,,0.35,,,,0.002,166.6193985,-77.6258725,190.3740000,,10.7030000,17.2934000
CI Tau b,CI Tau,1,1,Radial Velocity,2019,Ground,Multiple Observatories,Multiple Telescopes,IGRINS Spectrometer,8.98910000,,12.400,1.110,3686.82800,11.60000,Mass,10.600000,0.250000,,K7,3807.00,1.88,0.90,,,,0.003,68.4667685,22.8416192,157.9980000,13.6420000,7.7930000,12.1454000
COCONUTS-2 b,COCONUTS-2 A,1,1,Imaging,2021,Ground,NASA Infrared Telescope Facility (IRTF),3.2 m telescope,SpeX,402000000.00000000,7506.000000,12.442,1.110,2002.31896,6.30000,Mass,5.710000,,434,M3 V,3406.00,0.39,0.37,0.000,[Fe/H],4.83,0.475,117.3009140,-76.7026960,10.8864000,11.2980000,6.5790000,10.1460000
CT Cha b,CT Cha,1,1,Imaging,2007,Ground,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,,440.000000,24.660,2.200,5403.00000,17.00000,Mass,1.980000,,2600,K5e,4403.00,1.68,,-0.560,[Fe/H],3.66,0.002,166.0375038,-76.4553693,190.7200000,12.3350000,8.6610000,11.7733000
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,1.50895570,0.027520,16.700,1.490,327.35000,1.03000,Mass,0.380000,0.000000,1898,G0 V,5950.00,1.11,0.95,-0.300,[M/H],4.25,1.600,102.0798591,-3.1021394,787.9090000,13.6230000,12.1490000,13.4570000
CoRoT-10 b,CoRoT-10,1,1,Transit,2010,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,13.24060000,0.105500,10.870,0.970,874.00000,2.75000,Mass,3.700000,0.530000,600,K1 V,5075.00,0.79,0.89,0.260,[Fe/H],4.65,3.000,291.0636813,0.7460143,338.3860000,15.2930000,11.7820000,14.6645000
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2.99433000,0.043600,16.030,1.430,740.51000,2.33000,Mass,0.990000,0.000000,1657,F6 V,6440.00,1.37,1.27,-0.030,[Fe/H],4.22,2.000,280.6872998,5.9376586,655.0370000,12.8970000,11.2480000,12.8410000
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2.82804200,0.040160,16.140,1.440,291.43800,0.91700,Mass,0.411000,0.070000,1442,,5675.00,1.12,1.08,0.160,[Fe/H],4.38,6.300,100.7656871,-1.2964437,1126.3700000,15.5880000,13.5570000,15.3453000
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,4.03519000,0.051000,9.920,0.885,415.70400,1.30800,Mass,2.340000,0.000000,1700,G0 V,5945.00,1.01,1.09,0.010,[Fe/H],4.46,1.635,102.7211432,-5.0864557,1148.9300000,15.0050000,13.3760000,14.9147000
CoRoT-14 b,CoRoT-14,1,1,Transit,2010,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,1.51214000,0.027000,12.220,1.090,2415.40000,7.60000,Mass,7.300000,0.000000,1952,F9 V,6035.00,1.21,1.13,0.050,[Fe/H],4.35,4.200,103.4242023,-5.5360385,1744.6000000,15.9320000,13.8060000,15.8116000
CoRoT-16 b,CoRoT-16,1,1,Transit,2011,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,5.35227000,0.061800,13.110,1.170,170.03200,0.53500,Mass,0.440000,0.330000,,G5 V,5650.00,1.19,1.10,0.190,[M/H],4.36,6.730,278.5246658,-6.0026026,732.4090000,16.0520000,12.8470000,15.6507000
CoRoT-17 b,CoRoT-17,1,1,Transit,2011,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,3.76810000,0.046100,11.430,1.020,772.29000,2.43000,Mass,2.820000,0.000000,1626,G2 V,5740.00,1.59,1.04,0.000,[Fe/H],4.40,10.700,278.6992360,-6.6122880,1176.1200000,16.2900000,12.4720000,15.4368000
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,1.90006930,0.029500,14.680,1.310,1102.82000,3.47000,Mass,2.200000,0.080000,1550,G9 V,5440.00,1.00,0.95,-0.100,[Fe/H],4.40,0.032,98.1724172,-0.0316045,764.8890000,14.8680000,13.0140000,14.8009000
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,3.89713000,0.051800,14.460,1.290,352.78000,1.11000,Mass,0.710000,0.047000,2000,F9 V,6090.00,1.65,1.21,-0.020,[Fe/H],4.07,5.000,97.0335983,-0.1707293,790.6630000,14.1350000,11.8370000,13.7831000
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,1.74299350,0.027980,16.432,1.466,1102.82000,3.47000,Mass,1.470000,0.014300,1521,,5625.00,0.91,0.96,0.040,[Fe/H],4.53,2.700,291.7770457,1.3836634,213.2830000,12.5160000,10.3100000,12.2489000
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,9.24285000,0.090000,9.416,0.840,1366.66900,4.30000,Mass,8.870000,0.590000,1024,G2 V,5880.00,1.02,1.14,0.140,,4.35,0.100,97.7204249,0.2268931,844.0610000,14.6300000,12.5130000,14.4686000
CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,1675.00000000,2.900000,12.200,1.090,5403.11000,17.00000,Msini,16.400000,0.600000,,G2 V,4947.50,1.37,1.14,0.140,,4.35,0.100,97.7204249,0.2268931,844.0610000,14.6300000,12.5130000,14.4686000
CoRoT-21 b,CoRoT-21,1,1,Transit,2012,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2.72474000,0.041700,14.572,1.300,718.29580,2.26000,Mass,1.360000,0.000000,,F8 IV,6200.00,1.95,1.29,0.000,[Fe/H],3.70,4.100,101.0526207,-0.2991544,1398.8341969,16.0580000,13.8130000,15.8558000
CoRoT-22 b,CoRoT-22,1,1,Transit,2014,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,9.75598000,0.092000,4.880,0.435,12.20000,0.03800,Mass,0.249000,0.077000,885,G3 V,5939.00,1.14,1.10,0.170,[Fe/H],4.36,3.300,280.6671392,6.2191669,627.1580000,13.8200000,11.9880000,13.7305000
CoRoT-23 b,CoRoT-23,1,1,Transit,2011,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,3.63130000,0.048000,11.770,1.050,889.90000,2.80000,Mass,3.000000,0.160000,1660,G0 V,5900.00,1.61,1.14,0.050,[Fe/H],4.30,7.200,279.7826586,4.3577516,1060.9700000,15.6750000,12.3640000,15.0681000
CoRoT-24 b,CoRoT-24,1,2,Transit,2014,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,5.11340000,0.056000,3.700,0.330,5.70000,0.01800,Mass,0.900000,0.000000,1070,K1 V,4950.00,0.86,0.91,0.300,[Fe/H],4.55,11.000,101.9225430,-3.7192892,591.5550000,15.3830000,12.9240000,15.1801000
CoRoT-24 c,CoRoT-24,1,2,Transit,2014,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,11.75900000,0.098000,5.000,0.440,28.00000,0.08800,Mass,1.300000,0.000000,850,K1 V,4950.00,0.86,0.91,0.300,[Fe/H],4.55,11.000,101.9225430,-3.7192892,591.5550000,15.3830000,12.9240000,15.1801000
CoRoT-25 b,CoRoT-25,1,1,Transit,2013,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,4.86069000,0.057800,12.110,1.080,85.81000,0.27000,Mass,0.150000,0.000000,1330,F9,6040.00,1.19,1.09,-0.010,[Fe/H],4.31,4.500,280.6296561,6.5138223,1103.4800000,14.7900000,12.8460000,14.7110000
CoRoT-26 b,CoRoT-26,1,1,Transit,2013,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,4.20474000,0.052600,14.120,1.260,165.26000,0.52000,Mass,0.280000,0.000000,1600,G5,5590.00,1.79,1.09,0.010,[Fe/H],3.99,8.600,279.7504991,6.9697828,1045.1800000,15.8610000,13.2610000,15.4682000
CoRoT-27 b,CoRoT-27,1,1,Transit,2014,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,3.57532000,0.047600,11.287,1.007,3302.11000,10.39000,Mass,12.600000,0.065000,1500,G2,5900.00,1.08,1.05,-0.100,[M/H],4.40,4.210,278.4958319,5.5383811,1010.2800000,15.7740000,12.9850000,15.3902000
CoRoT-28 b,CoRoT-28,1,1,Transit,2015,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,5.20851000,0.060300,10.705,0.955,153.82972,0.48400,Mass,0.690000,0.047000,,G8/9 IV,5150.00,1.78,1.01,0.150,[Fe/H],3.60,12.000,278.6883216,5.5736911,766.1830000,13.7830000,11.0320000,13.4119000
CoRoT-29 b,CoRoT-29,1,1,Transit,2015,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2.85057000,0.038600,10.088,0.900,270.15550,0.85000,Mass,1.450000,0.082000,,K0 V,5260.00,0.90,0.97,0.200,[Fe/H],4.30,4.500,278.9020691,6.4795703,806.5070000,15.4080000,13.0480000,15.2394000
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,4.25680000,0.057830,11.320,1.010,6883.91000,21.66000,Mass,26.400000,0.000000,1695,F3 V,6740.00,1.56,1.37,0.140,[Fe/H],4.22,2.200,292.0552827,0.1218359,768.7710000,13.4480000,11.6180000,13.2188000
CoRoT-30 b,CoRoT-30,1,1,Transit,2020,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,9.06005000,0.084400,11.310,1.009,921.70700,2.90000,Mass,3.450000,0.007000,,G3 V,5650.00,0.91,0.98,0.020,[Fe/H],4.40,3.000,277.6011767,6.8359338,1032.2300000,15.5710000,13.5620000,15.4130000
CoRoT-31 b,CoRoT-31,1,1,Transit,2020,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,4.62941000,0.058600,16.365,1.460,266.97720,0.84000,Mass,0.330000,0.020000,,G2 IV,5700.00,2.15,1.25,0.000,[Fe/H],3.85,4.700,94.8207350,-4.4222978,2005.7600000,15.4790000,13.4260000,15.4655000
CoRoT-35 b,CoRoT-35,1,1,Transit,2022,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,3.22748000,0.042900,18.831,1.680,349.61125,1.10000,Mass,0.290000,0.000000,1747,F6 V,6390.00,1.65,1.01,-0.500,[Fe/H],4.01,6.100,289.3143526,-2.7747085,1123.2100000,15.6350000,12.9350000,15.2625000
CoRoT-36 b,CoRoT-36,1,1,Transit,2022,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,5.61653100,0.066000,15.805,1.410,216.12332,0.68000,Mass,0.250000,0.000000,1567,F3 V,6730.00,1.52,1.32,-0.100,[Fe/H],4.16,2.100,277.7510149,7.1833465,925.9580000,13.1260000,11.5920000,12.9515000
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,9.20205000,0.090000,13.340,1.190,228.83000,0.72000,Mass,0.525000,0.000000,1074,,6190.00,1.17,1.16,0.050,,4.41,1.000,102.1946233,-0.6727861,726.4120000,13.6520000,12.2880000,13.5613000
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,4.03789620,0.049470,15.558,1.388,148.42000,0.46700,Mass,0.217000,0.090000,1438,F9 V,6100.00,1.19,1.00,-0.250,[M/H],4.19,6.900,101.2772396,0.8152163,882.4720000,14.0430000,12.5460000,13.9021000
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,8.88659300,0.085500,13.068,1.166,940.74000,2.96000,Mass,2.320000,0.100000,1017,F9 V,6090.00,1.03,1.05,-0.200,[Fe/H],4.43,2.500,281.0725563,6.6632062,645.2940000,13.9610000,12.1190000,13.7459000
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0.85359163,0.017016,1.681,0.150,4.07661,0.01283,Mass,9.355000,0.000000,1756,G9 V,5275.00,0.83,0.82,0.050,[Fe/H],4.50,1.800,100.9561682,-1.0630076,159.9060000,11.7280000,9.8060000,11.5239000
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,3.69800000,0.046000,2.830,0.253,8.40000,0.02643,Mass,2.040000,0.000000,,G9 V,5256.00,0.86,0.90,0.060,[M/H],4.52,1.800,100.9561682,-1.0630076,159.9060000,11.7280000,9.8060000,11.5239000
CoRoT-7 d,CoRoT-7,1,3,Radial Velocity,2022,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,8.96600000,,4.310,0.384,17.14200,0.05393,Mass,1.180000,,,G9 V,5250.00,0.84,0.92,0.020,[Fe/H],4.57,1.800,100.9561682,-1.0630076,159.9060000,11.7280000,9.8060000,11.5239000
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,6.21229000,0.063000,6.390,0.570,69.92000,0.22000,Mass,1.600000,0.000000,870,K1 V,5080.00,0.77,0.88,0.300,[M/H],4.58,3.000,291.5885696,1.4262972,322.0370000,14.7920000,11.4630000,14.2195000
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,95.27265600,0.402100,11.949,1.066,266.97720,0.84000,Mass,0.860000,0.133000,420,G3 V,5625.00,0.96,0.96,-0.010,[Fe/H],4.54,6.000,280.7866461,6.2040783,412.9800000,13.6370000,11.6880000,13.5008000
CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,6.71837000,0.071000,6.389,0.570,47.67450,0.15000,Mass,1.100000,,938,G0 VI,5970.00,0.79,1.08,0.000,[Fe/H],4.67,,100.1951714,9.2573953,576.6830000,13.6260000,12.1930000,13.5867000
DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018,Ground,Multiple Facilities,Multiple Telescopes,Multiple Instruments,4098.10000000,5.750000,12.400,1.100,3823.27330,12.02930,Msin(i)/sin(i),11.000000,0.000000,,,3579.00,0.42,0.51,,,4.80,,201.7207198,45.5455449,30.5225000,12.9560000,8.5550000,11.9752000
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013,Ground,Paranal Observatory,8.2 m ESO VLT UT1 Antu Telescope,FORS2 Spectrograph,246.36000000,0.360000,11.900,1.060,9057.77000,28.50000,Mass,29.500000,0.345000,,L1.5,,,0.07,,,,1.000,125.7620668,-49.2003008,20.7700000,,12.0620000,18.5577000
DH Tau b,DH Tau,1,1,Imaging,2004,Ground,Subaru Telescope,8.2 m Subaru Telescope,CIAO Camera,,330.000000,30.264,2.700,3496.00000,11.00000,Mass,0.693000,,2200,M0.5,4371.00,0.27,0.33,,,4.00,0.001,67.4231674,26.5493897,134.8460000,13.9800000,8.1780010,12.4961000
DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,18.57000000,0.146200,5.290,0.472,24.27000,0.07636,Msini,0.901000,0.083000,877,F8 V,6196.00,1.26,1.21,,,4.41,2.010,86.7761233,-10.6303217,62.5388000,7.9800000,6.6900000,7.8503200
DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,6.58400000,0.073300,3.060,0.273,9.60000,0.03020,Msini,1.840000,0.057000,1239,F8 V,6196.00,1.26,1.21,,,4.41,2.010,86.7761233,-10.6303217,62.5388000,7.9800000,6.6900000,7.8503200
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,2.88200000,0.042200,1.650,0.147,3.35000,0.01054,Msini,4.100000,0.070000,1632,F8 V,6196.00,1.26,1.21,,,4.41,2.010,86.7761233,-10.6303217,62.5388000,7.9800000,6.6900000,7.8503200
DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,5.51600000,0.065100,1.860,0.166,4.13000,0.01299,Msini,3.530000,0.070000,1314,F8 V,6196.00,1.26,1.21,,,4.41,2.010,86.7761233,-10.6303217,62.5388000,7.9800000,6.6900000,7.8503200
DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019,Ground,Multiple Facilities,Multiple Telescopes,Multiple Instruments,5.20720000,0.066400,14.300,1.280,138.89171,0.43700,Msini,0.261000,0.078000,1000,F5 V,6500.00,1.78,1.44,,,4.10,2.000,27.4077310,-34.4590985,137.9400000,8.5700000,7.4370000,8.4582400
DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,6.67320000,0.066200,1.410,0.126,2.58000,0.00812,Msini,5.060000,0.140000,854,K0 V,5138.00,0.91,0.87,0.180,[Fe/H],4.30,10.900,91.6243820,-72.5126648,45.2300000,9.0660000,7.0610000,8.8542980
DMPP-4 b,DMPP-4,1,1,Radial Velocity,2023,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3.49820000,0.048530,3.530,0.315,12.20000,0.03839,Msini,1.520000,0.063000,,F5-F8 V,6400.00,1.38,1.25,-0.007,[Fe/H],4.24,2.150,293.5826648,51.2358069,25.3284000,5.7293600,4.4940000,5.6003700
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009,Ground,Yunnan Astronomical Observatory,2.4 m Lijiang Station Telescope,6K CCD Mosaic,10220.00000000,8.190000,12.700,1.140,1995.88832,6.28000,Mass,5.350000,0.390000,,,13500.00,0.01,0.69,,,,,169.3162193,17.9615717,305.6840000,18.6837000,,18.6333000
DS Tuc A b,DS Tuc A,2,1,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,8.13826800,,5.700,0.509,413.17900,1.30000,Mass,,0.000000,850,G6 V,5428.00,0.96,1.01,0.000,,4.60,0.045,354.9154673,-69.1960430,44.0622000,8.1700000,6.6760000,8.3192600
EPIC 201170410.02,EPIC 201170410,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.79870000,0.034900,1.047,0.093,1.15000,0.00360,M-R relationship,5.510000,0.000000,,,3648.00,0.28,0.29,-0.048,[Fe/H],5.00,,170.1408561,-4.8070039,134.0000000,17.6984000,12.6190000,16.4386000
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,28.16560000,,1.870,0.167,4.16000,0.01310,M-R relationship,3.500000,,,,3587.00,0.37,0.41,,,4.78,,179.7058532,-3.3894613,159.2590000,16.0140000,11.9330000,15.2612000
EPIC 201427007 b,EPIC 201427007,1,1,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.72091000,,1.500,0.134,2.86000,0.00899,M-R relationship,4.660000,,,,5633.00,0.94,0.93,-0.053,[Fe/H],4.40,,184.6021322,-0.5512886,706.3910000,14.3210000,12.5810000,14.1470000
EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.13174000,,0.692,0.062,0.26000,0.00082,M-R relationship,4.310000,,,,4991.00,0.55,0.78,-0.089,[M/H],4.63,,168.9366786,0.4880606,253.0260000,13.9480000,11.4380000,13.7368000
EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.87721400,,1.300,0.116,2.24000,0.00705,M-R relationship,5.600000,,1874,,5820.00,0.93,1.02,-0.010,[Fe/H],4.60,,183.7203635,1.9681688,232.1000000,11.7460000,10.2180000,11.6477000
EPIC 201615463 c,K2-166,1,2,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.80464000,,1.220,0.109,1.98000,0.00624,M-R relationship,5.990000,,,,5942.50,1.60,1.07,-0.051,[M/H],4.09,,185.1880932,2.2823788,476.8820000,12.0810000,10.6370000,11.9456000
EPIC 201754305 d,K2-16,1,3,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.71578000,,1.030,0.092,1.08000,0.00340,M-R relationship,5.430000,,,K3 V,4761.00,0.54,0.67,-0.330,[Fe/H],4.63,,175.0972238,4.5574311,334.9670000,14.6680000,12.0870000,14.3234000
EPIC 201757695.02,EPIC 201757695,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.04780000,0.029600,0.908,0.081,0.68800,0.00217,M-R relationship,5.050000,0.000000,,,4520.00,0.66,0.73,-0.003,[Fe/H],4.66,,173.9385102,4.6164303,577.6000000,14.9740000,12.1490000,
EPIC 201833600 c,K2-50,1,2,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.96151000,,1.000,0.089,0.97200,0.00306,M-R relationship,5.340000,,,,4292.67,0.63,0.61,-0.113,[M/H],4.74,,169.4836540,5.9882890,257.4430000,14.7050000,11.6640000,14.2575000
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.16980000,0.035000,1.040,0.093,1.12000,0.00352,M-R relationship,5.470000,,,,5053.00,0.63,0.80,0.000,[Fe/H],4.59,,175.2067520,6.1348146,436.4880000,14.9830000,12.4540000,14.5885000
EPIC 205950854 c,K2-168,1,2,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.05072200,,1.310,0.117,2.27000,0.00714,M-R relationship,5.550000,,961,,5502.70,0.83,0.88,-0.130,[Fe/H],4.39,,333.1100738,-16.3418863,243.9350000,12.3650000,10.5490000,12.0976000
EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.50756000,,1.700,0.152,3.53000,0.01110,M-R relationship,3.950000,,,,5724.00,0.82,0.93,-0.220,[Fe/H],4.59,,331.2771441,-14.1218019,369.8880000,13.0960000,11.4870000,12.9682000
EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.91172400,,1.400,0.125,2.54000,0.00800,M-R relationship,5.090000,,,,5724.00,1.10,0.93,-0.220,[Fe/H],4.50,,331.2771441,-14.1218019,369.8880000,13.0960000,11.4870000,12.9682000
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,14.64753100,,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,,,,5724.00,1.10,0.93,-0.220,[Fe/H],4.50,,331.2771441,-14.1218019,369.8880000,13.0960000,11.4870000,12.9682000
EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.87814000,,1.010,0.090,1.01000,0.00317,M-R relationship,5.390000,,,,3489.00,0.37,0.22,,,4.85,,341.2404563,-13.9011223,161.3650000,17.8900000,12.5380000,16.0689000
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.29860000,,1.700,0.152,3.53000,0.01110,M-R relationship,3.950000,,,,4114.00,0.50,0.57,0.006,[Fe/H],4.80,,337.5136198,-13.6101475,451.7690000,16.5900000,13.0710000,15.9752000
